Employee ID,Age,Attrition,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome
460,41,0,Non-Travel,Research & Development,Other,1,Female,2,2,3,Single,6811,Yes,10,3,8,7,0,7,2
461,26,0,Travel_Rarely,Sales,Medical,1,Male,3,2,3,Divorced,4306,No,8,3,0,0,0,0,29
462,35,0,Travel_Rarely,Sales,Medical,1,Female,3,2,3,Single,4859,No,5,3,5,4,0,3,1
463,34,0,Travel_Rarely,Sales,Life Sciences,4,Male,4,2,4,Single,5337,No,10,3,10,7,5,7,21
464,26,1,Travel_Rarely,Research & Development,Technical Degree,3,Male,1,1,4,Single,2340,Yes,1,1,1,0,0,0,24
465,37,0,Travel_Rarely,Research & Development,Technical Degree,2,Female,3,3,4,Single,7491,No,12,4,6,5,1,2,1
466,46,0,Travel_Frequently,Research & Development,Medical,1,Female,3,3,3,Married,10527,No,28,2,2,2,1,2,18
467,41,0,Travel_Rarely,Sales,Life Sciences,2,Female,3,4,1,Married,16595,No,22,3,18,16,11,8,2
468,37,0,Non-Travel,Sales,Medical,1,Male,3,3,2,Divorced,8834,No,9,3,9,5,7,7,9
469,52,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,2,1,Divorced,5577,Yes,18,3,10,9,6,9,6
470,32,1,Non-Travel,Sales,Other,4,Male,4,2,3,Married,4707,No,6,3,4,2,1,2,11
471,24,0,Travel_Frequently,Sales,Medical,4,Male,3,1,4,Married,2400,No,3,3,2,2,2,1,24
472,38,0,Travel_Rarely,Research & Development,Medical,3,Female,3,2,3,Married,9824,No,18,3,1,0,0,0,10
473,37,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,2,2,Married,6447,No,8,2,6,5,4,3,1
474,49,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,5,3,Divorced,19502,Yes,31,3,31,9,0,9,18
475,24,0,Travel_Rarely,Research & Development,Medical,2,Male,4,1,4,Married,2725,Yes,6,3,6,5,1,4,23
476,26,0,Travel_Rarely,Sales,Marketing,1,Male,3,2,2,Married,6272,No,6,4,5,3,1,4,28
477,24,0,Travel_Rarely,Research & Development,Other,4,Male,2,1,2,Married,2127,No,1,3,1,0,0,0,17
478,50,0,Travel_Frequently,Human Resources,Medical,1,Male,3,5,2,Married,18200,No,32,3,32,5,10,7,3
479,25,0,Travel_Rarely,Sales,Medical,2,Male,3,1,3,Married,2096,No,7,3,7,4,0,6,13
480,24,1,Travel_Frequently,Research & Development,Life Sciences,1,Female,3,1,3,Married,2886,Yes,6,3,6,3,1,2,7
481,30,1,Travel_Frequently,Sales,Life Sciences,2,Male,2,1,1,Married,2033,No,1,4,1,0,0,0,12
482,34,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,2,1,4,Married,3622,Yes,6,3,6,5,1,3,1
483,31,1,Travel_Rarely,Sales,Medical,2,Male,3,2,1,Divorced,4233,No,9,1,3,1,1,2,13
484,35,0,Travel_Rarely,Research & Development,Other,1,Male,2,2,4,Single,3681,No,9,3,3,2,0,2,25
485,31,0,Travel_Rarely,Sales,Medical,1,Male,4,2,4,Divorced,5460,No,13,4,7,7,5,7,6
486,27,0,Travel_Rarely,Research & Development,Medical,1,Female,2,1,3,Divorced,2187,No,6,2,5,3,0,3,6
487,37,0,Travel_Rarely,Sales,Marketing,4,Male,3,2,3,Married,9602,Yes,17,2,3,0,1,0,2
488,20,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,1,2,Single,2836,No,1,4,1,0,0,0,1
489,42,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,2,4,Married,4089,No,10,3,10,2,2,2,2
490,43,0,Travel_Rarely,Research & Development,Other,2,Male,2,4,4,Divorced,16627,Yes,21,2,1,0,0,0,6
491,38,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,1,1,Single,2619,No,8,2,0,0,0,0,1
492,43,0,Travel_Frequently,Research & Development,Medical,4,Male,3,2,3,Divorced,5679,Yes,10,3,8,7,4,7,9
493,48,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,4,1,Married,15402,No,21,1,3,2,0,2,1
494,44,0,Travel_Rarely,Human Resources,Life Sciences,1,Female,2,2,3,Single,5985,No,10,4,2,2,0,2,1
495,34,0,Travel_Rarely,Sales,Technical Degree,3,Female,3,1,3,Divorced,2579,Yes,8,3,8,2,0,6,14
496,27,1,Travel_Rarely,Sales,Marketing,3,Male,3,1,1,Divorced,3041,No,5,3,4,3,0,2,2
497,21,0,Travel_Rarely,Sales,Technical Degree,3,Male,3,1,3,Single,3447,No,3,3,3,2,1,2,22
498,44,0,Travel_Rarely,Research & Development,Other,4,Male,3,5,4,Married,19513,Yes,26,4,2,2,0,1,3
499,22,0,Travel_Rarely,Research & Development,Medical,1,Male,3,1,3,Married,2773,No,3,3,2,2,2,2,6
500,33,0,Travel_Rarely,Sales,Marketing,3,Male,3,2,3,Divorced,7104,No,6,3,5,0,1,2,8
501,32,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,2,4,Married,6322,Yes,6,2,6,4,0,5,9
502,30,0,Travel_Frequently,Research & Development,Medical,3,Female,3,1,3,Divorced,2083,No,1,3,1,0,0,0,3
503,53,0,Travel_Rarely,Sales,Medical,4,Female,3,2,1,Single,8381,No,18,4,14,7,8,10,1
504,34,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,4,Married,2691,No,10,2,10,9,8,8,1
505,45,1,Travel_Frequently,Sales,Life Sciences,1,Female,3,2,1,Married,4286,No,5,3,1,1,0,0,26
506,26,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,1,4,Married,2659,Yes,3,3,3,2,0,2,6
507,37,0,Travel_Rarely,Research & Development,Other,3,Male,3,3,3,Married,9434,No,10,3,10,7,7,8,3
508,29,0,Travel_Rarely,Sales,Medical,2,Female,3,2,3,Married,5561,No,6,2,6,0,1,2,3
509,35,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,1,2,4,Single,6646,No,17,3,17,11,11,8,6
510,33,0,Travel_Frequently,Research & Development,Life Sciences,3,Male,3,2,4,Divorced,7725,No,15,1,13,11,4,7,6
511,54,0,Travel_Rarely,Human Resources,Medical,3,Male,3,3,2,Married,10725,No,16,4,9,7,7,1,19
512,36,0,Travel_Rarely,Research & Development,Medical,2,Male,2,2,2,Divorced,8847,Yes,13,3,3,2,0,2,9
513,27,0,Travel_Rarely,Research & Development,Medical,1,Male,2,1,4,Single,2045,No,5,3,4,2,1,1,3
514,20,1,Travel_Rarely,Research & Development,Medical,4,Male,3,1,3,Single,1009,Yes,1,3,1,0,1,1,10
515,33,1,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,1,1,Single,3348,Yes,10,3,10,8,9,7,3
516,35,0,Non-Travel,Research & Development,Life Sciences,3,Male,2,1,3,Married,1281,No,1,3,1,0,0,0,3
517,23,0,Travel_Rarely,Research & Development,Medical,1,Male,4,1,1,Married,2819,No,5,4,3,2,0,2,4
518,25,0,Travel_Rarely,Sales,Life Sciences,4,Male,4,2,2,Married,4851,No,4,3,3,2,1,2,8
519,38,0,Travel_Rarely,Sales,Marketing,4,Female,2,2,4,Single,4028,No,8,3,7,7,0,5,7
520,29,0,Travel_Frequently,Research & Development,Life Sciences,2,Male,1,1,4,Divorced,2720,No,10,3,10,7,2,8,1
521,48,0,Travel_Rarely,Sales,Marketing,2,Male,4,2,2,Married,8120,No,12,3,2,2,2,2,2
522,27,0,Travel_Frequently,Sales,Medical,4,Female,4,2,4,Divorced,4647,Yes,6,3,6,5,0,4,3
523,37,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,4,1,4,Single,4680,No,4,3,1,0,0,0,10
524,50,0,Travel_Rarely,Research & Development,Medical,4,Male,4,1,3,Married,3221,Yes,20,3,20,8,3,8,28
525,34,0,Travel_Rarely,Research & Development,Medical,4,Female,2,3,2,Single,8621,No,9,4,8,7,7,7,9
526,24,1,Travel_Rarely,Sales,Life Sciences,1,Female,3,2,3,Single,4577,No,4,3,2,2,2,0,3
527,39,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,2,2,3,Single,4553,No,20,3,20,7,11,10,2
528,32,0,Travel_Rarely,Sales,Marketing,4,Male,3,2,4,Single,5396,No,10,2,10,7,0,8,10
529,50,1,Travel_Frequently,Sales,Technical Degree,2,Male,3,2,3,Married,6796,Yes,18,3,4,3,1,3,8
530,38,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,4,2,4,Single,7625,No,10,2,9,7,1,8,1
531,27,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,3,1,Married,7412,No,9,3,9,7,0,7,1
532,32,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,3,4,Single,11159,No,10,3,7,7,7,7,3
533,47,0,Travel_Rarely,Sales,Marketing,4,Male,3,2,1,Single,4960,No,20,3,7,7,1,7,14
534,40,0,Travel_Frequently,Sales,Life Sciences,4,Male,2,3,1,Married,10475,Yes,20,3,18,13,1,12,5
535,53,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,4,4,3,Married,14814,No,32,3,5,1,1,3,7
536,41,0,Travel_Rarely,Human Resources,Human Resources,2,Male,2,5,4,Divorced,19141,No,23,2,21,6,12,6,10
537,60,0,Travel_Rarely,Sales,Marketing,1,Male,3,2,1,Single,5405,No,10,3,2,2,2,2,16
538,27,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,3,3,1,Divorced,8793,No,9,2,9,7,1,7,10
539,41,0,Travel_Rarely,Human Resources,Human Resources,4,Male,2,5,3,Married,19189,No,22,3,22,7,2,10,1
540,50,0,Travel_Rarely,Sales,Marketing,4,Male,3,1,2,Married,3875,No,4,3,2,2,2,2,8
541,28,1,Travel_Rarely,Research & Development,Life Sciences,1,Female,1,1,2,Single,2216,Yes,10,3,7,7,3,7,1
542,36,0,Non-Travel,Research & Development,Life Sciences,1,Female,4,3,1,Married,11713,No,10,3,8,7,0,5,8
543,38,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,3,3,Single,7861,Yes,10,4,1,0,0,0,1
544,44,0,Non-Travel,Research & Development,Medical,1,Male,1,1,3,Single,3708,No,9,3,5,2,1,4,24
545,47,0,Travel_Frequently,Sales,Medical,4,Female,3,4,3,Divorced,13770,Yes,28,2,22,2,11,13,3
546,30,0,Travel_Rarely,Sales,Marketing,3,Male,3,2,4,Divorced,5304,No,10,2,8,7,7,7,27
547,29,0,Travel_Rarely,Sales,Life Sciences,3,Male,3,1,3,Single,2642,No,1,3,1,0,0,0,10
548,42,1,Travel_Frequently,Research & Development,Medical,3,Male,4,1,3,Divorced,2759,Yes,7,3,2,2,2,2,19
549,43,0,Travel_Frequently,Sales,Life Sciences,4,Male,2,2,4,Married,6804,No,7,3,2,2,2,2,15
550,34,0,Travel_Rarely,Research & Development,Medical,2,Female,3,2,3,Single,6142,No,10,3,5,1,4,3,8
551,23,0,Travel_Rarely,Research & Development,Medical,2,Male,3,1,1,Married,2500,No,5,4,4,3,0,2,9
552,39,0,Travel_Rarely,Human Resources,Human Resources,3,Female,4,2,2,Married,6389,No,12,1,8,3,3,6,3
553,56,0,Travel_Rarely,Research & Development,Medical,3,Male,3,4,4,Married,11103,No,30,2,10,7,1,1,9
554,40,0,Travel_Rarely,Research & Development,Medical,4,Female,2,1,4,Single,2342,Yes,5,2,4,2,2,3,2
555,27,0,Travel_Rarely,Research & Development,Medical,4,Female,2,2,1,Single,6811,No,9,1,7,6,0,7,7
556,29,0,Travel_Rarely,Sales,Marketing,4,Male,3,1,2,Divorced,2297,No,2,3,2,2,2,2,10
557,53,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,2,4,Single,2450,No,19,3,2,2,2,2,6
558,35,0,Non-Travel,Research & Development,Life Sciences,4,Female,3,2,1,Divorced,5093,No,16,4,1,0,0,0,2
559,32,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,2,4,Married,5309,No,10,3,10,8,4,7,24
560,38,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,3,Married,3057,Yes,6,1,1,0,0,1,2
561,34,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,2,1,Divorced,5121,No,7,3,0,0,0,0,8
562,52,0,Travel_Rarely,Sales,Marketing,3,Male,2,4,1,Married,16856,No,34,4,34,6,1,16,3
563,33,1,Travel_Rarely,Research & Development,Other,4,Male,3,1,4,Single,2686,Yes,10,2,10,9,7,8,1
564,25,0,Travel_Rarely,Sales,Medical,3,Female,3,2,4,Single,6180,No,6,2,6,5,1,4,26
565,45,0,Travel_Rarely,Sales,Technical Degree,2,Male,1,2,3,Single,6632,No,9,3,8,7,3,1,2
566,23,0,Travel_Rarely,Research & Development,Medical,1,Male,4,1,3,Single,3505,No,2,3,2,2,0,2,10
567,47,1,Travel_Frequently,Sales,Life Sciences,2,Female,4,2,3,Single,6397,Yes,8,3,5,4,1,3,27
568,34,0,Travel_Rarely,Sales,Other,4,Male,3,2,4,Single,6274,No,6,3,6,5,1,4,2
569,55,1,Travel_Rarely,Research & Development,Medical,4,Male,3,5,1,Married,19859,Yes,24,3,5,2,1,4,2
570,36,0,Non-Travel,Sales,Life Sciences,1,Male,2,3,1,Single,7587,No,10,3,10,7,0,9,8
571,52,0,Non-Travel,Research & Development,Medical,4,Male,3,1,4,Married,4258,No,5,3,4,3,1,2,19
572,26,0,Travel_Frequently,Research & Development,Life Sciences,1,Female,1,1,4,Divorced,4364,No,5,3,2,2,2,0,1
573,29,0,Travel_Rarely,Research & Development,Medical,2,Female,3,2,3,Married,4335,No,11,2,8,7,1,1,27
574,26,1,Travel_Rarely,Sales,Technical Degree,4,Male,2,2,1,Single,5326,No,6,2,4,3,1,2,8
575,34,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,4,1,4,Single,3280,No,10,3,4,2,1,3,1
576,54,0,Travel_Rarely,Research & Development,Medical,4,Female,3,2,1,Divorced,5485,Yes,9,3,5,3,1,4,19
577,27,0,Travel_Frequently,Sales,Marketing,3,Male,3,2,4,Married,4342,No,5,3,4,2,1,1,8
578,37,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,1,1,Divorced,2782,Yes,6,2,5,3,4,3,10
579,38,0,Travel_Frequently,Research & Development,Life Sciences,1,Female,4,2,1,Single,5980,Yes,17,3,15,7,4,12,2
580,34,0,Travel_Rarely,Research & Development,Medical,3,Female,2,1,1,Single,4381,No,6,3,6,5,1,3,2
581,35,0,Travel_Rarely,Sales,Life Sciences,1,Female,3,1,4,Married,2572,No,3,2,3,2,0,2,8
582,30,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,1,1,3,Married,3833,No,7,3,2,2,0,2,1
583,40,0,Travel_Frequently,Research & Development,Medical,3,Female,4,2,2,Married,4244,No,8,3,8,7,3,7,2
584,34,0,Travel_Rarely,Sales,Life Sciences,3,Female,3,2,1,Married,6500,No,6,3,3,2,1,2,8
585,42,0,Travel_Frequently,Research & Development,Life Sciences,2,Male,3,5,4,Divorced,18430,No,24,2,24,7,14,9,8
586,23,1,Travel_Rarely,Research & Development,Life Sciences,3,Male,4,1,1,Married,1601,Yes,1,3,0,0,0,0,6
587,24,0,Non-Travel,Research & Development,Life Sciences,3,Male,2,1,2,Divorced,2694,No,1,3,1,0,0,0,9
588,52,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,2,3,Married,3149,No,9,3,5,2,1,4,11
589,50,0,Travel_Rarely,Research & Development,Medical,3,Male,3,4,3,Married,17639,No,30,3,4,3,0,3,2
590,29,1,Travel_Rarely,Research & Development,Life Sciences,2,Female,2,1,1,Married,2319,Yes,1,3,1,0,0,0,1
591,33,0,Travel_Rarely,Research & Development,Medical,3,Male,3,3,3,Married,11691,No,14,4,13,9,3,7,7
592,33,1,Travel_Rarely,Sales,Marketing,1,Female,3,2,1,Single,5324,No,6,3,3,2,0,2,16
593,47,0,Travel_Rarely,Research & Development,Other,3,Female,3,4,4,Married,16752,Yes,26,2,26,14,3,0,2
594,36,0,Travel_Rarely,Research & Development,Other,3,Female,3,2,2,Married,5228,No,10,3,9,7,0,5,1
595,29,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,4,1,3,Married,2700,No,10,3,10,7,0,7,23
596,58,1,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,5,2,Single,19246,Yes,40,3,31,15,13,8,2
597,35,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,4,1,3,Single,2506,No,7,3,2,2,2,2,1
598,42,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,2,4,Married,6062,Yes,8,3,4,3,0,2,1
599,28,1,Travel_Rarely,Research & Development,Medical,3,Male,3,1,3,Single,4382,No,5,2,2,2,2,1,2
600,36,0,Travel_Rarely,Human Resources,Human Resources,3,Male,3,1,2,Married,2143,No,8,3,5,2,0,4,13
601,32,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,2,2,3,Married,6162,No,14,3,14,13,6,8,4
602,40,0,Travel_Frequently,Research & Development,Medical,1,Male,2,2,3,Single,5094,No,10,3,1,0,0,0,16
603,30,0,Travel_Rarely,Research & Development,Medical,3,Female,2,2,4,Single,6877,Yes,12,2,0,0,0,0,2
604,45,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,2,1,3,Single,2274,No,1,3,1,0,0,0,2
605,42,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,2,2,Married,4434,No,10,2,9,8,7,8,29
606,38,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,2,2,1,Divorced,6288,No,13,2,4,3,1,2,12
607,34,0,Travel_Frequently,Research & Development,Life Sciences,3,Female,2,1,4,Single,2553,No,6,3,5,2,1,3,16
608,49,1,Travel_Rarely,Sales,Marketing,3,Female,3,3,4,Married,7654,No,9,4,9,8,7,7,11
609,55,1,Travel_Rarely,Sales,Medical,3,Male,3,2,4,Single,5160,No,12,2,9,7,7,3,2
610,43,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,4,1,Married,17159,No,22,3,4,1,1,0,14
611,27,0,Travel_Rarely,Research & Development,Technical Degree,3,Male,2,3,4,Divorced,12808,Yes,9,3,9,8,0,8,5
612,35,0,Travel_Rarely,Research & Development,Other,3,Male,3,3,3,Single,10221,No,17,4,8,5,1,6,7
613,28,0,Travel_Rarely,Sales,Marketing,2,Female,3,2,2,Married,4779,Yes,8,3,8,7,7,5,2
614,34,0,Travel_Rarely,Human Resources,Human Resources,3,Male,3,1,4,Married,3737,No,4,1,3,2,0,2,3
615,26,1,Travel_Frequently,Research & Development,Medical,3,Female,2,1,3,Married,2366,Yes,8,3,8,7,1,7,5
616,27,0,Non-Travel,Research & Development,Medical,4,Male,3,1,4,Married,1706,No,0,2,0,0,0,0,3
617,51,0,Travel_Rarely,Sales,Marketing,1,Female,3,4,3,Married,16307,No,29,2,20,6,4,17,26
618,44,0,Travel_Rarely,Research & Development,Medical,4,Male,3,2,2,Single,5933,No,10,2,5,2,2,3,4
619,25,0,Travel_Rarely,Research & Development,Medical,1,Male,4,1,1,Single,3424,No,6,2,4,3,0,1,2
620,33,0,Travel_Rarely,Sales,Medical,1,Male,4,2,1,Divorced,4037,No,9,3,9,8,0,8,1
621,35,0,Travel_Rarely,Research & Development,Medical,3,Female,2,1,1,Single,2559,No,6,2,6,5,1,1,27
622,36,0,Travel_Rarely,Sales,Life Sciences,2,Male,3,2,4,Married,6201,Yes,18,2,18,14,4,11,1
623,32,0,Travel_Rarely,Sales,Life Sciences,2,Male,3,2,4,Divorced,4403,No,8,2,5,2,0,3,13
624,30,0,Travel_Frequently,Research & Development,Life Sciences,2,Male,2,1,4,Divorced,3761,No,10,2,5,4,0,3,5
625,53,0,Travel_Rarely,Sales,Marketing,1,Female,2,3,4,Married,10934,Yes,35,3,5,2,0,4,7
626,45,0,Travel_Rarely,Sales,Marketing,4,Male,3,3,1,Divorced,10761,Yes,18,3,5,4,0,2,9
627,32,0,Travel_Rarely,Research & Development,Medical,3,Female,4,2,3,Married,5175,No,9,2,5,3,1,3,8
628,52,0,Travel_Frequently,Research & Development,Medical,3,Female,2,4,4,Married,13826,No,31,3,9,8,0,0,25
629,37,0,Travel_Rarely,Sales,Marketing,4,Male,2,2,3,Divorced,6334,No,9,3,1,0,0,0,16
630,28,0,Travel_Rarely,Human Resources,Medical,2,Male,2,1,4,Divorced,4936,No,6,3,5,1,0,4,8
631,22,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,2,4,Married,4775,No,4,1,2,2,2,2,1
632,44,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,4,1,4,Married,2818,Yes,10,2,3,2,0,2,8
633,42,0,Travel_Frequently,Research & Development,Medical,2,Male,3,1,4,Single,2515,Yes,8,3,2,1,2,2,2
634,36,0,Travel_Rarely,Human Resources,Life Sciences,1,Male,2,1,1,Married,2342,No,6,3,5,4,0,3,8
635,25,0,Travel_Rarely,Sales,Other,3,Male,3,2,1,Married,4194,Yes,5,3,5,3,0,3,3
636,35,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,3,3,Married,10685,Yes,17,3,17,14,5,15,9
637,35,1,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,1,2,Divorced,2022,Yes,10,2,10,2,7,8,25
638,32,0,Non-Travel,Research & Development,Life Sciences,4,Male,3,1,4,Divorced,2314,No,4,3,3,0,0,2,1
639,25,0,Travel_Rarely,Sales,Marketing,3,Male,2,2,1,Married,4256,No,5,4,5,2,0,3,4
640,49,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,3,1,1,Married,3580,No,7,3,4,2,0,2,1
641,24,0,Non-Travel,Research & Development,Life Sciences,1,Male,2,1,4,Married,3162,No,6,2,5,2,3,4,4
642,32,0,Travel_Frequently,Sales,Life Sciences,2,Male,3,2,2,Married,6524,No,10,3,10,8,5,3,5
643,38,0,Travel_Rarely,Sales,Marketing,2,Male,2,1,2,Married,2899,No,3,3,2,2,1,2,9
644,42,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,4,2,4,Married,5231,Yes,17,2,5,3,1,3,3
645,31,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,4,Married,2356,Yes,8,3,6,4,0,2,11
646,29,1,Travel_Rarely,Sales,Medical,2,Female,2,1,3,Divorced,2800,Yes,5,3,3,2,0,2,1
647,53,0,Travel_Rarely,Sales,Marketing,1,Male,3,4,4,Married,11836,No,28,3,2,0,2,2,8
648,35,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,2,3,2,Married,10903,No,16,3,13,10,4,8,25
649,37,0,Travel_Frequently,Sales,Medical,3,Female,3,1,4,Married,2973,No,10,3,5,4,0,0,21
650,53,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,4,4,Single,14275,No,33,3,12,9,3,8,23
651,43,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,2,4,Married,5562,No,12,2,5,2,2,2,1
652,47,0,Travel_Rarely,Sales,Marketing,3,Female,3,2,4,Married,4537,Yes,8,3,7,6,7,7,2
653,37,0,Non-Travel,Sales,Medical,1,Male,3,3,2,Single,7642,Yes,10,3,10,0,0,9,19
654,50,0,Non-Travel,Research & Development,Life Sciences,1,Male,3,4,1,Divorced,17924,No,31,3,31,6,14,7,2
655,39,0,Travel_Rarely,Human Resources,Life Sciences,4,Female,2,2,4,Married,5204,No,13,3,5,4,0,4,2
656,33,0,Travel_Rarely,Human Resources,Human Resources,4,Male,3,1,2,Divorced,2277,Yes,7,4,4,3,0,3,3
657,32,1,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,4,Single,2795,Yes,1,1,1,0,0,1,25
658,29,0,Travel_Rarely,Research & Development,Medical,1,Female,2,1,4,Divorced,2532,No,8,3,4,3,0,3,7
659,44,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,1,Married,2559,Yes,8,3,8,7,7,1,9
660,28,0,Travel_Rarely,Sales,Medical,1,Male,3,2,4,Single,4908,No,4,3,4,2,0,2,5
661,58,1,Travel_Frequently,Research & Development,Life Sciences,4,Male,2,1,4,Divorced,2380,Yes,3,2,1,0,0,0,2
662,43,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,2,2,Divorced,4765,No,4,4,1,0,0,0,8
663,20,1,Travel_Rarely,Sales,Medical,3,Female,2,1,3,Single,2044,No,2,2,2,2,0,2,2
664,21,1,Travel_Rarely,Research & Development,Other,4,Female,3,1,4,Single,2693,No,1,2,1,0,0,0,18
665,36,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,2,4,Married,6586,Yes,17,2,16,8,4,11,14
666,47,0,Travel_Rarely,Sales,Life Sciences,4,Female,2,1,4,Single,3294,Yes,3,2,3,2,1,2,2
667,22,1,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,2,3,Married,4171,Yes,4,4,3,2,0,2,3
668,41,1,Travel_Rarely,Research & Development,Life Sciences,2,Female,1,1,4,Divorced,2778,Yes,10,2,7,7,1,0,2
669,28,0,Travel_Rarely,Research & Development,Medical,3,Female,3,1,3,Divorced,2377,No,6,3,2,2,2,2,9
670,39,1,Travel_Rarely,Research & Development,Medical,4,Male,3,1,1,Married,2404,Yes,8,1,2,2,2,2,6
671,27,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,1,3,Single,2318,No,1,3,1,1,0,0,4
672,34,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,2,Divorced,2008,No,1,3,1,0,1,0,10
673,42,0,Travel_Rarely,Sales,Medical,3,Female,2,2,3,Single,6244,No,10,3,5,4,0,3,14
674,33,0,Travel_Rarely,Research & Development,Other,3,Male,2,1,1,Single,2799,Yes,6,3,3,2,0,2,1
675,58,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,2,3,2,Divorced,10552,Yes,24,3,6,0,0,4,5
676,31,0,Travel_Rarely,Sales,Life Sciences,2,Male,2,1,3,Married,2329,No,13,4,7,7,5,2,7
677,35,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,2,4,Married,4014,Yes,10,1,10,6,0,7,21
678,49,0,Travel_Rarely,Research & Development,Other,1,Female,3,3,2,Married,7403,No,29,2,26,9,1,7,8
679,48,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,3,Married,2259,No,13,2,0,0,0,0,20
680,31,0,Non-Travel,Sales,Marketing,4,Female,3,2,3,Married,6932,No,9,2,9,8,0,0,20
681,36,0,Travel_Rarely,Research & Development,Other,2,Male,3,1,4,Single,4678,No,8,3,6,2,0,1,7
682,38,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,3,3,1,Married,13582,No,15,3,15,12,5,11,1
683,32,0,Non-Travel,Research & Development,Life Sciences,3,Female,2,1,2,Married,2332,No,5,3,3,0,0,2,1
684,25,1,Travel_Rarely,Sales,Marketing,3,Male,2,1,2,Married,2413,Yes,1,3,1,0,0,0,19
685,40,0,Travel_Rarely,Sales,Marketing,1,Male,2,3,2,Divorced,9705,No,11,2,1,0,0,0,10
686,26,0,Travel_Frequently,Sales,Medical,3,Male,2,2,1,Single,4294,No,7,3,7,7,0,7,1
687,41,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,1,Single,4721,Yes,20,3,18,13,2,17,6
688,36,0,Travel_Rarely,Research & Development,Medical,3,Male,3,1,3,Single,2519,No,16,3,11,8,3,9,2
689,19,1,Travel_Rarely,Sales,Other,4,Male,2,1,2,Single,2121,Yes,1,4,1,0,0,0,21
690,20,1,Travel_Rarely,Research & Development,Technical Degree,1,Male,3,1,1,Single,2973,No,1,3,1,0,0,0,4
